City,Date,PM2.5,PM10,NO2,CO,SO2,O3,AQI
Ahmedabad,01-01-2015,,,18.22,0.92,27.64,133.36,
Ahmedabad,02-01-2015,,,15.69,0.97,24.55,34.06,
Ahmedabad,03-01-2015,,,19.3,17.4,29.07,30.7,
Ahmedabad,04-01-2015,,,18.48,1.7,18.59,36.08,
Ahmedabad,05-01-2015,,,21.42,22.1,39.33,39.31,
Ahmedabad,06-01-2015,,,38.48,45.41,45.76,46.51,
Ahmedabad,07-01-2015,,,40.62,112.16,32.28,33.47,
Ahmedabad,08-01-2015,,,36.74,80.87,38.54,31.89,
Ahmedabad,09-01-2015,,,31,29.16,58.68,25.75,
Ahmedabad,10-01-2015,,,7.04,,8.29,4.55,
Ahmedabad,11-01-2015,,,55.8,132.07,25.03,6.79,
Ahmedabad,12-01-2015,,,40.67,52.04,51.84,45.89,
Ahmedabad,13-01-2015,,,44.2,48.82,68.21,35.16,
Ahmedabad,14-01-2015,,,27.86,19.2,52.65,20.96,
Ahmedabad,15-01-2015,,,16.96,0.6,28.89,47.63,
Ahmedabad,16-01-2015,,,21.72,1.63,38.27,46.03,
Ahmedabad,17-01-2015,,,24.73,11.44,49.5,52.24,
Ahmedabad,18-01-2015,,,25.77,6.1,48.43,53.49,
Ahmedabad,19-01-2015,,,26.88,2.51,50.03,49.48,
Ahmedabad,20-01-2015,,,26.8,7.92,58.87,56.37,
Ahmedabad,21-01-2015,,,33.56,9.52,106.93,48.75,
Ahmedabad,22-01-2015,,,17.51,9.05,23.71,42.22,
Ahmedabad,23-01-2015,,,27.96,22.53,39.19,32.92,
Ahmedabad,24-01-2015,,,20.39,2.03,40.07,32.49,
Ahmedabad,25-01-2015,,,20.43,1.42,58.41,39.26,
Ahmedabad,26-01-2015,,,21.16,2.27,43.73,39.83,
Ahmedabad,27-01-2015,,,21.7,2.19,43.28,41.1,
Ahmedabad,28-01-2015,73.24,,21.11,5.72,36.52,62.42,
Ahmedabad,29-01-2015,83.13,,28.71,6.93,49.52,59.76,209
Ahmedabad,30-01-2015,79.84,,28.68,13.85,48.49,97.07,328
Ahmedabad,31-01-2015,94.52,,32.66,24.39,67.39,111.33,514
Ahmedabad,01-02-2015,135.99,,42.08,43.48,75.23,102.7,782
Ahmedabad,02-02-2015,178.33,,35.31,54.56,55.04,107.38,914
Ahmedabad,03-02-2015,139.7,,28.4,30.61,33.79,73.6,660
Ahmedabad,04-02-2015,80.65,,22.83,2.37,25.73,47.3,294
Ahmedabad,05-02-2015,58.36,,21.39,2.6,32.66,53.54,149
Ahmedabad,06-02-2015,79.29,,26.94,1.16,67.41,59.3,190
Ahmedabad,07-02-2015,88.7,,31.32,7.29,80.09,44.76,247
Ahmedabad,08-02-2015,74.28,,27.3,8.92,54.28,47.42,379
Ahmedabad,09-02-2015,113.93,,24.27,4.32,48.73,39.94,341
Ahmedabad,10-02-2015,105.39,,18.21,1.41,35.91,56.15,256
Ahmedabad,11-02-2015,66.52,,23.8,6.34,66.58,53.14,388
Ahmedabad,12-02-2015,65.04,,30.1,14.19,65.91,31.88,288
Ahmedabad,13-02-2015,103.36,,39.56,18.18,80.43,40.11,510
Ahmedabad,14-02-2015,177.33,,47.58,37.49,99.72,36.47,761
Ahmedabad,15-02-2015,113.25,,30.5,15.55,69.71,33.78,475
Ahmedabad,16-02-2015,99.7,,28.1,19.85,73.23,30.57,536
Ahmedabad,17-02-2015,80.61,,21.04,15.96,54.7,36.2,479
Ahmedabad,18-02-2015,100.79,,25.93,16.24,43.11,37.43,592
Ahmedabad,19-02-2015,107.99,,30.09,11.25,84.86,31.94,427
Ahmedabad,20-02-2015,140.29,,36.14,33.84,101.53,40.98,588
Ahmedabad,21-02-2015,239.96,,46.25,61.95,84.87,33.55,1141
Ahmedabad,22-02-2015,142.96,,48.21,45.45,62.96,34.77,669
Ahmedabad,23-02-2015,238.41,,55.07,77.7,89.07,37.3,1247
Ahmedabad,24-02-2015,118.72,,32.01,12.56,61.54,38.8,411
Ahmedabad,25-02-2015,52.99,,10.45,2.23,32.76,67.25,292
Ahmedabad,26-02-2015,,,,,,,
Ahmedabad,27-02-2015,,,,,,,
Ahmedabad,28-02-2015,,,,,,,
Ahmedabad,01-03-2015,61.12,,16.81,3.58,28.44,30.48,
Ahmedabad,02-03-2015,60.78,,18.21,9.07,29.48,34.75,189
Ahmedabad,03-03-2015,91.83,,28.71,12.99,39.71,38.46,408
Ahmedabad,04-03-2015,93.88,,29.38,18.21,62.75,46.79,383
Ahmedabad,05-03-2015,173.01,,42.27,48.44,78.76,59.39,780
Ahmedabad,06-03-2015,,,,,,,
Ahmedabad,07-03-2015,105.45,,16.1,2.5,29.29,69.9,
Ahmedabad,08-03-2015,71.56,,16.83,3.51,30.28,57.16,190
Ahmedabad,09-03-2015,119.8,,24.07,4.13,50.35,50.49,233
Ahmedabad,10-03-2015,106.71,,25.59,5.39,38.85,60.17,297
Ahmedabad,11-03-2015,118.49,,28.94,4.11,54.2,53.61,330
Ahmedabad,12-03-2015,106.01,,27.31,4.28,70.29,40.91,252
Ahmedabad,13-03-2015,97.34,,21.58,3.67,64.39,45.69,244
Ahmedabad,14-03-2015,83.92,,25.03,6.42,67.53,34.94,234
Ahmedabad,15-03-2015,49.51,,14.16,3.1,48.33,37.95,219
Ahmedabad,16-03-2015,30.76,,14.14,2.72,43.62,54.78,118
Ahmedabad,17-03-2015,50.29,,29.84,5.34,59.23,45.44,231
Ahmedabad,18-03-2015,57.69,,29.48,25.36,58.33,52.87,286
Ahmedabad,19-03-2015,105.06,,37.05,46.24,53.62,45.65,883
Ahmedabad,20-03-2015,94.1,,36.53,22.14,61.31,46.77,720
Ahmedabad,21-03-2015,111.89,,43.29,22.25,66.44,50.57,570
Ahmedabad,22-03-2015,108.59,,39.34,25.38,75.8,46.68,589
Ahmedabad,23-03-2015,130.76,,41.03,45.61,65.77,41.58,818
Ahmedabad,24-03-2015,143.55,,31.15,27.3,50.98,35.38,737
Ahmedabad,25-03-2015,165.07,,34.48,23.83,64.32,43.79,585
Ahmedabad,26-03-2015,166.85,,43.3,17.93,79.71,53.44,616
Ahmedabad,27-03-2015,147.38,,35.82,6.4,46.89,17.94,437
Ahmedabad,28-03-2015,158.25,,27.89,5.86,142.36,38.54,321
Ahmedabad,29-03-2015,237.76,,21.8,4.99,96.28,39.77,372
Ahmedabad,30-03-2015,133.37,,17.99,3.88,57.34,39.66,339
Ahmedabad,31-03-2015,133.3,,20,6.52,51.58,59.03,339
Ahmedabad,01-04-2015,96.04,,20.07,3.8,62.42,46.61,324
Ahmedabad,02-04-2015,77.69,,18.87,5.24,100.48,27.14,222
Ahmedabad,03-04-2015,53.07,,13.82,4.17,40.36,21.76,169
Ahmedabad,04-04-2015,63.11,,15.5,5.63,38.21,4.72,220
Ahmedabad,05-04-2015,156.76,,16.7,3.92,26.32,37.11,
Ahmedabad,06-04-2015,120.96,,20.86,4.23,35.54,35.66,303
Ahmedabad,07-04-2015,138.63,,25.47,5.65,87.43,29.77,314
Ahmedabad,08-04-2015,144.36,,30.69,15.82,66.39,27.34,378
Ahmedabad,09-04-2015,85.03,,26.7,3.3,59.16,35.89,415
Ahmedabad,10-04-2015,134.6,,26.27,5.9,34.53,7,
Ahmedabad,11-04-2015,61.06,,14.03,3.52,8.08,19.54,126
Ahmedabad,12-04-2015,39.42,,19.56,5.28,17.66,31.3,175
Ahmedabad,13-04-2015,111.86,,22.51,3.89,15.84,31.23,226
Ahmedabad,14-04-2015,58.37,,21.71,5.74,25.9,43.92,244
Ahmedabad,15-04-2015,95.37,,26.23,18.01,13.59,41.64,315
Ahmedabad,16-04-2015,141.3,,36.88,30.8,41.06,37.66,678
Ahmedabad,17-04-2015,106.68,,46.38,19.91,31.56,48.49,774
Ahmedabad,18-04-2015,109.48,,20.27,4.3,46.6,31.34,285
Ahmedabad,19-04-2015,126.04,,20.18,6.99,79.56,28.71,321
Ahmedabad,20-04-2015,71.22,,21.32,16.73,50.09,28.39,358
Ahmedabad,21-04-2015,97.87,,17.96,6.3,13.85,34.16,357
Ahmedabad,22-04-2015,63.38,,13.28,3.44,24.79,43.62,189
Ahmedabad,23-04-2015,75.29,,14.29,3.35,76.05,60.71,
Ahmedabad,24-04-2015,80.9,,18.62,5.7,65.44,22.8,214
Ahmedabad,25-04-2015,103.29,,19.82,4.55,85.42,22.18,253
Ahmedabad,26-04-2015,107.5,,15.56,5.29,74.37,10.12,239
Ahmedabad,27-04-2015,161.14,,14.77,3.11,118.35,59.73,
Ahmedabad,28-04-2015,102.58,,12.74,3.88,41.94,26.89,
Ahmedabad,29-04-2015,138.42,,16.7,5.05,77.74,27.18,300
Ahmedabad,30-04-2015,129.04,,14.86,5.69,78.27,18.67,317
Ahmedabad,01-05-2015,96.65,,15.9,4.67,39.41,11.83,240
Ahmedabad,02-05-2015,126.77,,23.93,15.69,93.18,36.71,344
Ahmedabad,03-05-2015,106.15,,23.02,13.12,65.95,81.6,503
Ahmedabad,04-05-2015,86.31,,10.5,2.69,50.13,90.54,308
Ahmedabad,05-05-2015,83.99,,0.08,2.73,34.06,69.57,227
Ahmedabad,06-05-2015,65.11,,4.58,3.14,22.27,32.26,120
Ahmedabad,07-05-2015,51.03,,20.47,6.24,15.5,31.44,158
Ahmedabad,08-05-2015,38.73,,19.28,8,20.13,25.7,177
Ahmedabad,09-05-2015,61.12,,17.82,9.94,39.69,25.9,201
Ahmedabad,10-05-2015,58.44,,17.24,10.68,54.69,18.89,211
Ahmedabad,11-05-2015,61.49,,16.69,11.44,42.66,18.2,221
Ahmedabad,12-05-2015,65.39,,16.08,12.3,27.96,22.35,233
Ahmedabad,13-05-2015,100.92,,18.9,20.42,31.9,22.84,481
Ahmedabad,14-05-2015,97.48,,30.02,5.31,36.05,16.26,352
Ahmedabad,15-05-2015,129.27,,28.33,14.28,70.13,25.4,327
Ahmedabad,16-05-2015,129.58,,28.79,21.23,17.66,34.42,577
Ahmedabad,17-05-2015,100.57,,18.79,7.56,38.76,38.83,411
Ahmedabad,18-05-2015,130.34,,17.43,7.14,52.07,29.05,212
Ahmedabad,19-05-2015,53.24,,15.86,8.05,36.23,21.58,280
Ahmedabad,20-05-2015,42,,18.16,10.44,17,25.5,162
Ahmedabad,21-05-2015,50.1,,14.9,9.46,30.67,12.91,
Ahmedabad,22-05-2015,83.69,,17.18,10.89,41.12,35.61,569
Ahmedabad,23-05-2015,38.88,,16.28,2.18,26.4,12.47,128
Ahmedabad,24-05-2015,46.89,,16.17,2.96,41.96,10.74,129
Ahmedabad,25-05-2015,70.96,,15.47,4.12,23.67,16.01,152
Ahmedabad,26-05-2015,53.66,,14.43,4.23,14.46,45.64,176
Ahmedabad,27-05-2015,45.49,,13.73,4.26,12.85,71.85,167
Ahmedabad,28-05-2015,60.86,,16.61,5.27,14.91,41.19,106
Ahmedabad,29-05-2015,51.93,,17.87,13.71,15.33,12.88,231
Ahmedabad,30-05-2015,77.87,,17.12,6.67,46.82,16.67,327
Ahmedabad,31-05-2015,57.59,,15.47,5.6,41.68,25.51,174
Ahmedabad,01-06-2015,77.22,,15.47,7.02,71.97,9.56,185
Ahmedabad,02-06-2015,45.29,,12.74,7.25,18.64,6.32,179
Ahmedabad,03-06-2015,103.78,,13.9,6.36,7.76,15.27,211
Ahmedabad,04-06-2015,25.14,,18.73,6.01,38.05,38.52,192
Ahmedabad,05-06-2015,87.03,,17.88,8.05,23.84,48.22,310
Ahmedabad,06-06-2015,89.6,,19.84,6.59,48.05,44.78,223
Ahmedabad,07-06-2015,80.69,,16.07,6.86,39.85,32.65,192
Ahmedabad,08-06-2015,44.75,,16.53,7.76,9.89,8.07,191
Ahmedabad,09-06-2015,38.11,,11.62,7.41,3.13,6.69,184
Ahmedabad,10-06-2015,45.5,,15.59,8.56,0.76,3.82,220
Ahmedabad,11-06-2015,36.98,,11.52,8.21,0.52,5.17,215
Ahmedabad,12-06-2015,43.58,,13.33,8.26,1.02,7.56,226
Ahmedabad,13-06-2015,45.49,,14.91,9.63,0.81,2.94,251
Ahmedabad,14-06-2015,38.06,,18.57,8.67,1.05,4.63,216
Ahmedabad,15-06-2015,45.41,,20.55,9.35,0.74,4.5,237
Ahmedabad,16-06-2015,37.71,,16.26,8.54,0.87,4.6,198
Ahmedabad,17-06-2015,32.37,,14.36,7.53,2.17,12.17,195
Ahmedabad,18-06-2015,34.74,,13.51,7.59,4.11,12.22,187
Ahmedabad,19-06-2015,32.56,,13.91,7.34,4.04,11.85,181
Ahmedabad,20-06-2015,29.28,,11.68,7.55,4.01,12.64,179
Ahmedabad,21-06-2015,20.46,,10.61,7.15,5.62,12.7,188
Ahmedabad,22-06-2015,26.07,,11.07,7.99,4.1,10.57,190
Ahmedabad,23-06-2015,21.43,,11.16,7.45,4.99,7.38,185
Ahmedabad,24-06-2015,11.91,,10.1,7.34,10.86,5.47,189
Ahmedabad,25-06-2015,57.75,,9.68,8.68,12.28,3.06,196
Ahmedabad,26-06-2015,66.39,,12.79,8.58,11.09,4.96,201
Ahmedabad,27-06-2015,62.61,,9.83,9.15,12.31,6.44,231
Ahmedabad,28-06-2015,47.5,,9.53,8.07,13.91,7.28,196
Ahmedabad,29-06-2015,111.8,,11.51,9.23,5.27,5.99,220
Ahmedabad,30-06-2015,30,,13.59,8.87,8.09,6.31,244
Ahmedabad,01-07-2015,4.66,,10.9,9.01,7.31,6.38,223
Ahmedabad,02-07-2015,48.72,,11.94,9.56,5.72,6.61,230
Ahmedabad,03-07-2015,49.7,,9.81,9.43,6.78,6.42,243
Ahmedabad,04-07-2015,48.1,,9.53,8.03,9.33,7.6,215
Ahmedabad,05-07-2015,47.43,,9.45,8.11,7.93,7.08,199
Ahmedabad,06-07-2015,51.74,,12.38,8.91,10.05,5.78,200
Ahmedabad,07-07-2015,42.68,,11.08,9.74,10.87,4.44,226
Ahmedabad,08-07-2015,38.45,,7.8,10.55,10.28,3.24,241
Ahmedabad,09-07-2015,46.69,,0.17,11.48,10.25,5.76,222
Ahmedabad,10-07-2015,55.27,,0.12,11.55,12.7,6.55,223
Ahmedabad,11-07-2015,149.03,,0.16,11.49,10.07,7.27,248
Ahmedabad,12-07-2015,86.57,,0.17,11.47,11.09,6.53,300
Ahmedabad,13-07-2015,111.77,,0.24,11.3,7.73,4.67,232
Ahmedabad,14-07-2015,151.4,,0.36,10.8,7.8,5.46,330
Ahmedabad,15-07-2015,51.35,,2.69,8,10,5.76,223
Ahmedabad,16-07-2015,65.37,,8.07,0.64,16.31,8.02,105
Ahmedabad,17-07-2015,56.28,,8.02,0.6,18.93,6.2,101
Ahmedabad,18-07-2015,48.17,,8,0.65,18.99,7.97,93
Ahmedabad,19-07-2015,33.56,,7.89,0.72,11.28,10.18,67
Ahmedabad,20-07-2015,31.3,,8.1,0.55,10.29,7.44,60
Ahmedabad,21-07-2015,48.12,,7.9,0.67,1.28,6.3,
Ahmedabad,22-07-2015,57.11,,8.28,0.55,14.58,2.6,90
Ahmedabad,23-07-2015,34.72,,9.73,0.1,13.62,4.87,78
Ahmedabad,24-07-2015,29.22,,9.57,0.06,13.58,5.08,48
Ahmedabad,25-07-2015,29.79,,8.64,0.14,15.11,5.34,53
Ahmedabad,26-07-2015,59.95,,8.78,0.18,11.52,2.79,91
Ahmedabad,27-07-2015,19.2,,9.45,1.52,11.23,4.61,70
Ahmedabad,28-07-2015,19.52,,11.26,5.89,11.56,4.4,157
Ahmedabad,29-07-2015,35.16,,10.89,5.75,14.7,3.67,158
Ahmedabad,30-07-2015,33.03,,10.58,7.01,12.95,3.53,169
Ahmedabad,31-07-2015,40.95,,10.47,6.92,19.8,3.38,174
Ahmedabad,01-08-2015,40.29,,10.52,6.74,8.27,3.57,173
Ahmedabad,02-08-2015,41.16,,10.51,6.91,13.48,3.69,172
Ahmedabad,03-08-2015,36.12,,11.56,7.21,13.62,6.08,190
Ahmedabad,04-08-2015,28.51,,20.52,6.69,5.69,7.65,171
Ahmedabad,05-08-2015,31.59,,20.42,6.99,9.23,7.9,168
Ahmedabad,06-08-2015,42.56,,20.4,7.17,6.28,9.86,172
Ahmedabad,07-08-2015,48.12,,20.3,7.14,6.77,12.78,173
Ahmedabad,08-08-2015,37.09,,20.21,7.22,8.66,7.94,175
Ahmedabad,09-08-2015,33.4,,20.09,7.4,9.95,8.39,179
Ahmedabad,10-08-2015,38.64,,20.21,7.35,9.74,6.28,174
Ahmedabad,11-08-2015,40.49,,20.23,7.48,8.92,21.51,176
Ahmedabad,12-08-2015,41.37,,20.2,7.47,11.73,19.8,179
Ahmedabad,13-08-2015,44.56,,20.06,7.49,11.23,22.77,175
Ahmedabad,14-08-2015,65.68,,19.94,7.57,8.21,30.21,177
Ahmedabad,15-08-2015,33.34,,20.27,7.3,6.41,32.95,175
Ahmedabad,16-08-2015,39.17,,20.24,7.35,9.17,26.64,174
Ahmedabad,17-08-2015,34,,20.1,7.41,9.64,17.17,179
Ahmedabad,18-08-2015,36.38,,20.14,7.31,10.65,13.35,177
Ahmedabad,19-08-2015,38.35,,20.16,7.41,9.33,18.59,180
Ahmedabad,20-08-2015,38.5,,19.67,12.38,10.37,16.33,274
Ahmedabad,21-08-2015,39.61,,14.84,17.31,10.76,5.38,310
Ahmedabad,22-08-2015,61.79,,14.82,17.24,12.39,8.06,303
Ahmedabad,23-08-2015,43.22,,14.82,17.17,11.68,37.87,302
Ahmedabad,24-08-2015,33.41,,14.86,17.12,12.96,86.83,302
Ahmedabad,25-08-2015,36.9,,14.85,17.08,4.73,54.01,302
Ahmedabad,26-08-2015,36.36,,14.79,17.11,8.86,77.3,302
Ahmedabad,27-08-2015,32.64,,14.84,17.01,7.05,62.31,302
Ahmedabad,28-08-2015,38.23,,14.89,17.07,10.9,55.94,302
Ahmedabad,29-08-2015,39.86,,14.83,16.98,10.02,96.83,301
Ahmedabad,30-08-2015,72.74,,14.84,17.04,4.23,99.03,302
Ahmedabad,31-08-2015,43.2,,14.86,17.05,5.96,59.99,302
Ahmedabad,01-09-2015,63.2,,14.82,17.03,3.69,7.57,302
Ahmedabad,02-09-2015,64.73,,14.82,17.01,6.45,12.13,302
Ahmedabad,03-09-2015,65.28,,14.85,17.04,6.13,18.2,301
Ahmedabad,04-09-2015,67.86,,14.87,16.97,8.87,16.53,302
Ahmedabad,05-09-2015,52.4,,14.81,16.97,9.89,22.55,301
Ahmedabad,06-09-2015,33.33,,14.89,16.95,6.88,33.58,302
Ahmedabad,07-09-2015,29.52,,14.88,16.94,8.56,40.65,301
Ahmedabad,08-09-2015,15.53,,14.85,17,15.13,34.18,301
Ahmedabad,09-09-2015,57.51,,50.9,16.31,8.73,15.39,
Ahmedabad,10-09-2015,50.24,,12.31,9.46,11.63,13.61,226
Ahmedabad,11-09-2015,61.77,,15.43,8.68,8.1,18.69,276
Ahmedabad,12-09-2015,46.93,,11.47,7.14,7.92,19.03,209
Ahmedabad,13-09-2015,43.01,,9.96,6.82,11.58,20.59,179
Ahmedabad,14-09-2015,42.06,,11.35,8.43,11.63,28.09,197
Ahmedabad,15-09-2015,44.94,,10.94,7.14,5.85,59.38,229
Ahmedabad,16-09-2015,29.58,,9.94,6.61,8.82,42.9,170
Ahmedabad,17-09-2015,32.15,,9.7,6.5,9.2,39.02,164
Ahmedabad,18-09-2015,36.33,,12.88,7.68,8.28,43.35,195
Ahmedabad,19-09-2015,24.46,,10.99,8.45,12.59,44.55,220
Ahmedabad,20-09-2015,,,,,,,
Ahmedabad,21-09-2015,27.08,,12.25,9.95,9.51,12.46,
Ahmedabad,22-09-2015,59.29,,9.68,9.21,5.98,7.69,217
Ahmedabad,23-09-2015,65.32,,9.62,10.61,3.69,4.74,254
Ahmedabad,24-09-2015,47.39,,10.48,9.26,7.72,7.71,241
Ahmedabad,25-09-2015,43.88,,19.75,8.69,4.83,11.53,244
Ahmedabad,26-09-2015,28.35,,13.62,9.05,7.47,15.95,243
Ahmedabad,27-09-2015,3.59,,14.17,11.26,9.6,20.38,244
Ahmedabad,28-09-2015,3.04,,21.5,16.31,13.73,30.05,327
Ahmedabad,29-09-2015,19.14,,30.6,10.33,10.96,29.36,390
Ahmedabad,30-09-2015,69.12,,32.41,8.85,15.63,28.45,231
Ahmedabad,01-10-2015,76.41,,34.7,17.96,15.44,31.49,396
Ahmedabad,02-10-2015,102.49,,37.85,33.31,27.32,24.85,731
Ahmedabad,03-10-2015,127.94,,28.38,11.14,25.59,15.17,466
Ahmedabad,04-10-2015,87.18,,21.51,7.83,6.98,23.17,230
Ahmedabad,05-10-2015,99.73,,30.23,20.16,32.74,20.91,309
Ahmedabad,06-10-2015,84.15,,32.1,15.83,19.37,23.12,519
Ahmedabad,07-10-2015,92.12,,32.5,18.21,31.75,29.97,397
Ahmedabad,08-10-2015,94.02,,36.97,27.14,24.88,23.51,517
Ahmedabad,09-10-2015,150.27,,34.86,15.9,26.35,31.96,653
Ahmedabad,10-10-2015,118.91,,29.22,5.42,79.47,24.89,355
Ahmedabad,11-10-2015,91.41,,23.45,5.19,25.44,6.25,227
Ahmedabad,12-10-2015,95.9,,33.63,10.38,30.06,27.34,316
Ahmedabad,13-10-2015,137.87,,32.98,20.2,21.89,17.41,536
Ahmedabad,14-10-2015,90.71,,25.73,18.12,17.89,26.02,370
Ahmedabad,15-10-2015,108.68,,32.87,17.03,22.59,19.56,551
Ahmedabad,16-10-2015,98.79,,31.2,17.72,26.09,30.19,393
Ahmedabad,17-10-2015,145.75,,34.71,20.61,24.66,95.94,671
Ahmedabad,18-10-2015,179.43,,39.42,52.33,39.15,112.01,969
Ahmedabad,19-10-2015,170.52,,35.22,15.49,34.03,53.98,471
Ahmedabad,20-10-2015,203.4,,36.63,23.03,94.3,5.36,529
Ahmedabad,21-10-2015,92.71,,30.65,12.92,42.08,72.86,
Ahmedabad,22-10-2015,64.66,,23.83,4.79,34.4,24.76,213
Ahmedabad,23-10-2015,78.14,,28.93,10.58,44.91,35.56,297
Ahmedabad,24-10-2015,100.17,,34.16,32.27,27.73,23.95,605
Ahmedabad,25-10-2015,147.35,,39.1,34.64,46.09,26.43,691
Ahmedabad,26-10-2015,206.89,,55.67,145.32,20.47,38,971
Ahmedabad,27-10-2015,114.84,,40.31,38.09,22.94,30.19,
Ahmedabad,28-10-2015,89.64,,25.75,5.42,44.92,43.04,270
Ahmedabad,29-10-2015,51.72,,21.15,1.89,37.31,66.58,188
Ahmedabad,30-10-2015,54.59,,18.33,2.31,19.08,42.43,114
Ahmedabad,31-10-2015,46.5,,12.1,1.22,13.73,61.56,143
Ahmedabad,01-11-2015,,,,,,,
Ahmedabad,02-11-2015,122.54,,44.2,75.42,13.78,60.66,
Ahmedabad,03-11-2015,147.18,,36.87,33.06,21.24,131.12,557
Ahmedabad,04-11-2015,214.67,,42.21,57.37,22.18,,
Ahmedabad,05-11-2015,207.13,,35.31,28.41,50.33,,536
Ahmedabad,06-11-2015,191.01,,50.11,39.61,40.78,27.9,354
Ahmedabad,07-11-2015,192.35,,29.04,9.39,29.18,33.21,381
Ahmedabad,08-11-2015,127.64,,31.91,6.74,26.94,47.33,355
Ahmedabad,09-11-2015,,,,,,,
Ahmedabad,10-11-2015,,,,,,,
Ahmedabad,11-11-2015,,,,,,,
Ahmedabad,12-11-2015,,,,,,,
Ahmedabad,13-11-2015,,,,,,,
Ahmedabad,14-11-2015,,,,,,,
Ahmedabad,15-11-2015,,,,,,,
Ahmedabad,16-11-2015,,,,,,,
Ahmedabad,17-11-2015,,,,,,,
Ahmedabad,18-11-2015,,,,,,,
Ahmedabad,19-11-2015,,,,,,,
Ahmedabad,20-11-2015,,,,,,,
Ahmedabad,21-11-2015,,,,,,,
Ahmedabad,22-11-2015,,,,,,,
Ahmedabad,23-11-2015,,,,,,,
Ahmedabad,24-11-2015,,,,,,,
Ahmedabad,25-11-2015,,,,,,,
Ahmedabad,26-11-2015,,,,,,,
Ahmedabad,27-11-2015,,,,,,,
Ahmedabad,28-11-2015,,,,,,,
Ahmedabad,29-11-2015,,,,,,,
Ahmedabad,30-11-2015,,,,,,,
Ahmedabad,01-12-2015,,,,,,,
Ahmedabad,02-12-2015,,,,,,,
Ahmedabad,03-12-2015,,,,,,,
Ahmedabad,04-12-2015,,,,,,,
Ahmedabad,05-12-2015,,,,,,,
Ahmedabad,06-12-2015,,,,,,,
Ahmedabad,07-12-2015,,,,,,,
Ahmedabad,08-12-2015,,,,,,,
Ahmedabad,09-12-2015,,,,,,,
Ahmedabad,10-12-2015,,,,,,,
Ahmedabad,11-12-2015,,,,,,,
Ahmedabad,12-12-2015,,,,,,,
Ahmedabad,13-12-2015,,,,,,,
Ahmedabad,14-12-2015,,,,,,,
Ahmedabad,15-12-2015,,,,,,,
Ahmedabad,16-12-2015,,,,,,,
Ahmedabad,17-12-2015,,,,,,,
Ahmedabad,18-12-2015,,,,,,,
Ahmedabad,19-12-2015,,,,,,,
Ahmedabad,20-12-2015,,,,,,,
Ahmedabad,21-12-2015,,,,,,,
Ahmedabad,22-12-2015,,,,,,,
Ahmedabad,23-12-2015,,,,,,,
Ahmedabad,24-12-2015,,,,,,,
Ahmedabad,25-12-2015,,,,,,,
Ahmedabad,26-12-2015,,,,,,,
Ahmedabad,27-12-2015,,,,,,,
Ahmedabad,28-12-2015,,,,,,,
Ahmedabad,29-12-2015,,,,,,,
Ahmedabad,30-12-2015,,,,,,,
Ahmedabad,31-12-2015,,,,,,,
Ahmedabad,01-01-2016,,,,,,,
Ahmedabad,02-01-2016,,,,,,,
Ahmedabad,03-01-2016,,,,,,,
Ahmedabad,04-01-2016,,,,,,,
Ahmedabad,05-01-2016,,,,,,,
Ahmedabad,06-01-2016,,,,,,,
Ahmedabad,07-01-2016,,,,,,,
Ahmedabad,08-01-2016,,,,,,,
Ahmedabad,09-01-2016,,,,,,,
Ahmedabad,10-01-2016,,,,,,,
Ahmedabad,11-01-2016,,,,,,,
Ahmedabad,12-01-2016,,,,,,,
Ahmedabad,13-01-2016,,,,,,,
Ahmedabad,14-01-2016,,,,,,,
Ahmedabad,15-01-2016,,,,,,,
Ahmedabad,16-01-2016,,,,,,,
Ahmedabad,17-01-2016,,,,,,,
Ahmedabad,18-01-2016,,,,,,,
Ahmedabad,19-01-2016,,,,,,,
Ahmedabad,20-01-2016,,,,,,,
Ahmedabad,21-01-2016,,,,,,,
Ahmedabad,22-01-2016,,,,,,,
Ahmedabad,23-01-2016,,,,,,,
Ahmedabad,24-01-2016,,,,,,,
Ahmedabad,25-01-2016,,,,,,,
Ahmedabad,26-01-2016,,,,,,,
Ahmedabad,27-01-2016,,,,,,,
Ahmedabad,28-01-2016,,,,,,,
Ahmedabad,29-01-2016,,,,,,,
Ahmedabad,30-01-2016,,,,,,,
Ahmedabad,31-01-2016,,,,,,,
Ahmedabad,01-02-2016,,,,,,,
Ahmedabad,02-02-2016,,,,,,,
Ahmedabad,03-02-2016,,,,,,,
Ahmedabad,04-02-2016,,,,,,,
Ahmedabad,05-02-2016,,,,,,,
Ahmedabad,06-02-2016,,,,,,,
Ahmedabad,07-02-2016,,,,,,,
Ahmedabad,08-02-2016,,,,,,,
Ahmedabad,09-02-2016,,,,,,,
Ahmedabad,10-02-2016,,,,,,,
Ahmedabad,11-02-2016,,,,,,,
Ahmedabad,12-02-2016,,,,,,,
Ahmedabad,13-02-2016,,,,,,,
Ahmedabad,14-02-2016,,,,,,,
Ahmedabad,15-02-2016,,,,,,,
Ahmedabad,16-02-2016,,,,,,,
Ahmedabad,17-02-2016,,,,,,,
Ahmedabad,18-02-2016,,,,,,,
Ahmedabad,19-02-2016,,,,,,,
Ahmedabad,20-02-2016,,,,,,,
Ahmedabad,21-02-2016,,,,,,,
Ahmedabad,22-02-2016,,,,,,,
Ahmedabad,23-02-2016,,,,,,,
